,adm_nm,adm_cd,adm_cd2,lng,lat
364,서울특별시 강남구 역삼1동,1123064,1168064000,127.0366999,37.49990167
365,서울특별시 강남구 역삼2동,1123065,1168065000,127.0448865,37.49840553
366,서울특별시 강남구 도곡1동,1123066,1168065500,127.0407231,37.48955118
367,서울특별시 강남구 도곡2동,1123067,1168065600,127.0489525,37.48799149
368,서울특별시 강남구 개포1동,1123068,1168066000,127.064444,37.48025174
369,서울특별시 강남구 개포4동,1123071,1168069000,127.053237,37.47661989
370,서울특별시 강남구 일원본동,1123072,1168072000,127.0839349,37.48308142
371,서울특별시 강남구 일원1동,1123073,1168073000,127.0907909,37.49307283
372,서울특별시 강남구 일원2동,1123074,1168074000,127.081153,37.49416211
373,서울특별시 강남구 수서동,1123075,1168075000,127.1015113,37.48544941
374,서울특별시 강남구 세곡동,1123076,1168070000,127.1034576,37.47176696
375,서울특별시 강남구 압구정동,1123077,1168054500,127.0337633,37.52922415
376,서울특별시 강남구 청담동,1123078,1168056500,127.0521936,37.52492796
377,서울특별시 강남구 대치2동,1123079,1168061000,127.0660914,37.50017696
378,서울특별시 강남구 개포2동,1123080,1168067000,127.0672809,37.48604624
379,서울특별시 송파구 풍납1동,1124051,1171051000,127.1136848,37.53828877
380,서울특별시 송파구 풍납2동,1124052,1171052000,127.110109,37.52997373
381,서울특별시 송파구 거여1동,1124053,1171053100,127.1412066,37.49427506
382,서울특별시 송파구 거여2동,1124054,1171053200,127.1476077,37.49253888
383,서울특별시 송파구 마천1동,1124055,1171054000,127.1545336,37.49427653
384,서울특별시 송파구 마천2동,1124056,1171055000,127.1516757,37.50039666
385,서울특별시 송파구 방이1동,1124057,1171056100,127.1223242,37.50997971
386,서울특별시 송파구 방이2동,1124058,1171056200,127.1138385,37.51274019
387,서울특별시 송파구 오륜동,1124059,1171056600,127.1289801,37.51821778
388,서울특별시 송파구 오금동,1124060,1171057000,127.1341382,37.50355789
389,서울특별시 송파구 송파1동,1124061,1171058000,127.1103429,37.50698323
390,서울특별시 송파구 송파2동,1124062,1171059000,127.1162894,37.50298369
391,서울특별시 송파구 석촌동,1124063,1171060000,127.1040929,37.50284592
392,서울특별시 송파구 삼전동,1124064,1171061000,127.0904866,37.5016815
393,서울특별시 송파구 가락본동,1124065,1171062000,127.1213818,37.49718719
394,서울특별시 송파구 가락1동,1124066,1171063100,127.1075877,37.49515335
395,서울특별시 송파구 가락2동,1124067,1171063200,127.1313119,37.49626496
396,서울특별시 송파구 문정1동,1124068,1171064100,127.1273174,37.48779383
397,서울특별시 송파구 문정2동,1124069,1171064200,127.1175847,37.47886495
398,서울특별시 송파구 잠실본동,1124071,1171065000,127.081952,37.50556738
399,서울특별시 송파구 잠실4동,1124075,1171069000,127.1072611,37.52173319
400,서울특별시 송파구 잠실6동,1124077,1171071000,127.0992642,37.518154
401,서울특별시 송파구 잠실7동,1124078,1171072000,127.0741389,37.50700046
402,서울특별시 송파구 잠실2동,1124079,1171067000,127.0795235,37.51774682
403,서울특별시 송파구 잠실3동,1124080,1171068000,127.0947999,37.51622768
404,서울특별시 송파구 장지동,1124081,1171064600,127.1316161,37.48390388
405,서울특별시 송파구 위례동,1124082,1171064700,127.1421341,37.48029777
406,서울특별시 강동구 강일동,1125051,1174051500,127.1725611,37.56302474
407,서울특별시 강동구 상일동,1125052,1174052000,127.1650334,37.55109443
408,서울특별시 강동구 명일1동,1125053,1174053000,127.1452639,37.54956609
409,서울특별시 강동구 명일2동,1125054,1174054000,127.1558808,37.54848659
410,서울특별시 강동구 고덕1동,1125055,1174055000,127.1491292,37.56421321
411,서울특별시 강동구 고덕2동,1125056,1174056000,127.1622405,37.56658977
412,서울특별시 강동구 암사2동,1125058,1174058000,127.1231346,37.55816889
413,서울특별시 강동구 암사3동,1125059,1174059000,127.1382244,37.56251728
414,서울특별시 강동구 천호1동,1125061,1174060000,127.1375482,37.54657333
415,서울특별시 강동구 천호3동,1125063,1174062000,127.1340552,37.53930111
416,서울특별시 강동구 성내1동,1125065,1174064000,127.125492,37.52844925
417,서울특별시 강동구 성내2동,1125066,1174065000,127.1278242,37.5343352
418,서울특별시 강동구 성내3동,1125067,1174066000,127.1336571,37.52840576
419,서울특별시 강동구 둔촌1동,1125070,1174069000,127.1400354,37.52287959
420,서울특별시 강동구 둔촌2동,1125071,1174070000,127.1485175,37.53179389
421,서울특별시 강동구 암사1동,1125072,1174057000,127.1360686,37.55094551
422,서울특별시 강동구 천호2동,1125073,1174061000,127.1220711,37.54386468
423,서울특별시 강동구 길동,1125074,1174068500,127.1473467,37.5398653
