bbl,bldgclass,bldgclass_letter,borough,counts,lng,lat
3081990001,A5,A,BK,122683,-73.90307629602424,40.63956029954351
3012260022,A5,A,BK,120745,-73.9515467244752,40.67499677561524
3037580019,A5,A,BK,151875,-73.89236999439491,40.67082751613027
3085230062,A5,A,BK,63325,-73.92923784190481,40.60976904540543
3059000012,A5,A,BK,126140,-74.01659609064288,40.629076952966855
3028340058,A5,A,BK,76048,-73.94040789004369,40.72122427623631
3048240063,A5,A,BK,121484,-73.9366711633609,40.65902873474284
3047690009,A5,A,BK,95492,-73.93079406817246,40.64408182801171
3077470049,A5,A,BK,70579,-73.93443269463208,40.632202782805315
3062340011,A5,A,BK,37434,-74.00574709777983,40.618040677859575
3047740015,A5,A,BK,68031,-73.92593810712526,40.644001564192735
3045940025,A5,A,BK,56456,-73.92923338280376,40.66307759849938
3040370121,A5,A,BK,118114,-73.87971506560524,40.67240157880213
3078250027,A5,A,BK,77200,-73.93207828927585,40.624987957300846
3071040326,A5,A,BK,64695,-73.97242869470848,40.59880857501607
3078260029,A5,A,BK,71161,-73.9310972870441,40.62456434270077
3058660009,A5,A,BK,103930,-74.01805867578838,40.63276017043699
3063100002,A5,A,BK,84413,-74.0101170168122,40.61387141837461
3078740017,A5,A,BK,53596,-73.92768161563716,40.619619199632496
3080330130,A5,A,BK,88592,-73.90990763883812,40.63399980052986
3078740027,A5,A,BK,58304,-73.9277440430519,40.62022117827472
3066560062,A5,A,BK,44002,-73.97412315310878,40.605532899404665
3050290035,A5,A,BK,130249,-73.95472606352631,40.66108438032849
3073130016,A5,A,BK,98766,-73.9381872577191,40.604141659876
3073130017,A5,A,BK,99410,-73.93811145300117,40.60407477336019
3078160042,A5,A,BK,94300,-73.93742475143893,40.6209881436559
3070080042,A5,A,BK,89686,-73.99793029363315,40.57579961358027
3074030073,A5,A,BK,51054,-73.9523136898564,40.59413543711206
3069750110,A5,A,BK,89194,-74.00921181929836,40.5775029901827
3079640091,A5,A,BK,66906,-73.9130513050808,40.64175863636285
3008950138,A5,A,BK,245203,-73.98049520851417,40.6540434597651
3035560134,A5,A,BK,93571,-73.91364436552091,40.66464720207019
3060780130,A5,A,BK,166582,-74.03894510512274,40.62283867059308
3038050114,A5,A,BK,105572,-73.89495627300592,40.66548997216929
3073760011,A5,A,BK,52310,-73.95522548284428,40.59648984246827
3038190104,A5,A,BK,102291,-73.89716352802738,40.663001793781476
3038300010,A5,A,BK,164063,-73.90236283985568,40.660928311791615
3038110109,A5,A,BK,194718,-73.90464589959507,40.66234184682556
3038360105,A5,A,BK,103380,-73.89678004533677,40.66150353582752
3040350107,A5,A,BK,129363,-73.88185989321195,40.672093900829445
3040350109,A5,A,BK,128541,-73.88188218871721,40.672187541951565
3038450136,A5,A,BK,145334,-73.90351774702853,40.659372085523955
3077860032,A5,A,BK,94386,-73.9391147507382,40.627226426029665
3084900043,A5,A,BK,37347,-73.92590243431682,40.616475533389824
3077860033,A5,A,BK,95167,-73.93904340512134,40.627226426029665
3080480010,A5,A,BK,97510,-73.90650980383539,40.63206455067266
3049990002,A5,A,BK,103993,-73.94251704484196,40.63685362520406
3049170039,A5,A,BK,93734,-73.94672643623642,40.64549536304564
3043210048,A5,A,BK,81710,-73.89246363551705,40.65856944733435
3085360024,A5,A,BK,155507,-73.92848425382678,40.607557331282926
3051910014,A5,A,BK,63323,-73.95285324108386,40.642436419722976
3040310120,A5,A,BK,153760,-73.88524881001257,40.671937832292585
3040680008,A5,A,BK,145594,-73.88016543481163,40.66890118447518
3062550027,A5,A,BK,46809,-74.0103756446733,40.619003843687125
3073560035,A5,A,BK,41309,-73.94756474723447,40.598157546262264
3035150057,A5,A,BK,90577,-73.9162217259298,40.66722010337803
3037650136,A5,A,BK,117446,-73.90081553179014,40.66755007685598
3038510112,A5,A,BK,120146,-73.89848788104023,40.6605760428084
3048140054,A5,A,BK,79369,-73.94793931172296,40.65820380104796
3077750133,A5,A,BK,66695,-73.92875179988998,40.62977257273119
3059460069,A5,A,BK,65518,-74.01369767495814,40.62338268092161
3012470066,A5,A,BK,131049,-73.95191237076158,40.671955668696796
3045950001,A5,A,BK,66221,-73.92954106077644,40.66397833691217
3058600083,A5,A,BK,181056,-74.03293423690269,40.63860605191807
3059630072,A5,A,BK,143254,-74.02022133979932,40.62550521302304
3037570063,A5,A,BK,143029,-73.89319046898875,40.67031917861017
3038470119,A5,A,BK,142859,-73.90219339401565,40.66000527787355
3035160003,A5,A,BK,91062,-73.91548151515491,40.66661366563476
3035160006,A5,A,BK,92711,-73.9155394834686,40.66682770248533
3038580113,A5,A,BK,126137,-73.90044988550376,40.65881023879123
3040260129,A5,A,BK,175121,-73.88912376882801,40.670626856582864
3040450147,A5,A,BK,174545,-73.8861540075264,40.66933371727736
3040460146,A5,A,BK,169593,-73.88552973337893,40.6694451948037
3035140118,A5,A,BK,85067,-73.91765755646901,40.66736279461174
3047820069,A5,A,BK,57191,-73.93160116546314,40.63874428405072
3080640047,A5,A,BK,95786,-73.90324128276322,40.63293407537808
3063430028,A5,A,BK,62338,-74.00340161062572,40.608480365201
3040220113,A5,A,BK,106681,-73.87945643774414,40.673748227320274
3018010055,A5,A,BK,121654,-73.94001103004993,40.689167798763094
3011140062,A5,A,BK,162867,-73.98060222693945,40.65843121520169
3080470015,A5,A,BK,123087,-73.90728568741869,40.63165431337575
3040330110,A5,A,BK,142528,-73.88351867880382,40.6719645868989
3035660021,A5,A,BK,49704,-73.9182818306165,40.66230171491607
3085340019,A5,A,BK,204967,-73.92968821111121,40.606348914897445
3035140128,A5,A,BK,81198,-73.91780916590483,40.66794693684974
3077150068,A5,A,BK,70801,-73.93795984356535,40.61199413683109
3038290024,A5,A,BK,169784,-73.90297819580107,40.661039789317954
3073340072,A5,A,BK,34565,-73.9428782320273,40.601840763732405
3038110129,A5,A,BK,200104,-73.90436497622869,40.66268965670773
3051910022,A5,A,BK,62598,-73.95280419097227,40.641999427819734
3077960068,A5,A,BK,60523,-73.92900596865003,40.62666457929694
3042970066,A5,A,BK,99185,-73.89383257954044,40.66041105606941
3067930045,A5,A,BK,70483,-73.94309226887786,40.610888279769846
3014070033,A5,A,BK,75310,-73.93495886855638,40.6669258027085
3038140142,A5,A,BK,169236,-73.90148885604921,40.662711952212995
3085970036,A5,A,BK,95956,-73.91219515767854,40.60699102544913
3035150058,A5,A,BK,90596,-73.91620834862664,40.66716213506433
3035150060,A5,A,BK,92154,-73.91615483941399,40.66695255731482
3059640071,A5,A,BK,103918,-74.01686363670608,40.623476322043715
3061650019,A5,A,BK,34208,-74.0082397352687,40.62513956673666
3083790021,A5,A,BK,63228,-73.91947241059778,40.615869095646545
3054690023,A5,A,BK,127243,-73.97876953640649,40.624858643370295
3044520209,A5,A,BK,110857,-73.87708865508476,40.65404791886615
3088160012,A5,A,BK,117215,-73.93772797031058,40.60498442997508
3062560058,A5,A,BK,38319,-74.0083155399866,40.61739856730789
3076130060,A5,A,BK,66496,-73.94505873244243,40.62606260065472
3070130030,A5,A,BK,67448,-73.99273990000692,40.57697235715733
3059240052,A5,A,BK,51278,-74.01156176555352,40.62405154607961
3082690052,A5,A,BK,160793,-73.88878041804689,40.64186119568709
3049790050,A5,A,BK,67308,-73.93374599306985,40.6397520408888
3061420008,A5,A,BK,211113,-74.02680297295421,40.61362170871561
3078110013,A5,A,BK,89722,-73.93729543750838,40.62438151955757
3078110014,A5,A,BK,89525,-73.93735340582208,40.62434584674914
3050540052,A5,A,BK,153193,-73.96045154927894,40.65482380244944
3079080096,A5,A,BK,82845,-73.91889272746081,40.64663243381427
3079110013,A5,A,BK,80948,-73.9178403796122,40.64673945223956
3079110017,A5,A,BK,81334,-73.91798752994697,40.6468687661701
3079110039,A5,A,BK,77073,-73.91843789915335,40.64776058638079
3079120032,A5,A,BK,73222,-73.91813913938279,40.64803259154505
3079120037,A5,A,BK,71667,-73.91783146141009,40.6482287919914
3070100019,A5,A,BK,79781,-73.99600396197805,40.57701694816788
3035160078,A5,A,BK,92437,-73.91511140976749,40.66661366563476
3004570041,A5,A,BK,66748,-73.9914690562067,40.67783276388523
3073050058,A5,A,BK,43794,-73.94594163445102,40.602995670905244
3049600012,A5,A,BK,198495,-73.93565002921966,40.64355565408739
3008950125,A5,A,BK,248931,-73.98097233232689,40.65446261526412
3049540010,A5,A,BK,188189,-73.94126849654701,40.64343525835895
3049560011,A5,A,BK,211237,-73.93933770579086,40.64355119498634
3073050060,A5,A,BK,44801,-73.94595947085524,40.60310714843158
3073060049,A5,A,BK,40017,-73.94477780907609,40.602643401922016
3073060063,A5,A,BK,43267,-73.94503643693717,40.60322754416003
3073060068,A5,A,BK,44794,-73.94507656884664,40.603450499212705
3076970010,A5,A,BK,68584,-73.93939567410456,40.61616785541712
3073130115,A5,A,BK,98384,-73.9382229305275,40.60417287358336
3073130116,A5,A,BK,98907,-73.93815158491064,40.604105987067555
3086410003,A5,A,BK,124566,-73.91026882602345,40.60929638069378
3051400062,A5,A,BK,72461,-73.94977200225593,40.646262328426836
3076970015,A5,A,BK,67743,-73.93963200646039,40.61637743316664
3050350044,A5,A,BK,135793,-73.95392342533668,40.6596842225977
3046350041,A5,A,BK,79189,-73.93199802545689,40.6554703721022
3046550044,A5,A,BK,71737,-73.93141834231993,40.65465881571047
3061420082,A5,A,BK,229621,-74.02642840846572,40.61349685388611
3059530018,A5,A,BK,149303,-74.01994041643295,40.62659769278114
3059530020,A5,A,BK,149148,-74.01982893890661,40.626530806265336
3049860084,A5,A,BK,92019,-73.93930203298244,40.63844106517909
3073120012,A5,A,BK,88675,-73.93921731006242,40.605051316490886
3078270070,A5,A,BK,66624,-73.92966591560594,40.624060464281726
3003910031,A5,A,BK,167775,-73.98941786972212,40.68525716713922
3049580011,A5,A,BK,212974,-73.93752731076316,40.6435066039758
3049590055,A5,A,BK,134575,-73.93684060920093,40.642440878824026
3035530036,A5,A,BK,77810,-73.91643576278037,40.664031846124814
3064610080,A5,A,BK,99624,-74.01184714802096,40.60277717495363
3047440032,A5,A,BK,63380,-73.92111781888649,40.64848741985249
3049860096,A5,A,BK,91401,-73.93936000129614,40.63897169820445
3059460015,A5,A,BK,68366,-74.01371105226127,40.62374386810693
3070780040,A5,A,BK,18456,-73.98204697568077,40.59856332445812
3082340064,A5,A,BK,142158,-73.89064432228723,40.644817579685515
3079080067,A5,A,BK,80927,-73.9182996670207,40.64649866078267
3062460067,A5,A,BK,32165,-74.00404372117741,40.61573532261495
3067400043,A5,A,BK,78451,-73.96271231351301,40.6156060086844
3040110238,A5,A,BK,151988,-73.88860205400475,40.672134032738924
3049890027,A5,A,BK,71306,-73.93600675730394,40.63808433709481
3012910035,A5,A,BK,93492,-73.94590596164258,40.66664487934214
3052570091,A5,A,BK,288895,-73.97482323197418,40.656286387594974
3040110130,A5,A,BK,157242,-73.88840139445735,40.67190661858519
3051690100,A5,A,BK,65872,-73.9536737156777,40.6444073423886
3034570051,A5,A,BK,228283,-73.90633143979326,40.68440101973696
3047510058,A5,A,BK,46204,-73.9159630980687,40.65116288048457
3045860876,A5,A,BK,29866,-73.87118034618894,40.65630868310026
3058650040,A5,A,BK,110141,-74.01903967802015,40.6331436531276
3037650130,A5,A,BK,111199,-73.9008957956091,40.66785775482868
3049710058,A5,A,BK,101219,-73.9413264648607,40.63977879549513
3037570053,A5,A,BK,144180,-73.89313250067505,40.67008284625434
3070220173,A5,A,BK,26687,-73.9836433338579,40.57805591871333
3038120126,A5,A,BK,196313,-73.90375407938436,40.66263168839404
3044620006,A5,A,BK,181469,-73.86907565049172,40.669788545584815
3062310029,A5,A,BK,49170,-74.01125408758084,40.621353789942276
3040370124,A5,A,BK,119952,-73.87967939279682,40.67225888756843
3074450067,A5,A,BK,39348,-73.94086717745219,40.59121472592205
3073380015,A5,A,BK,70903,-73.9387134316434,40.60248287428409
3035370124,A5,A,BK,90641,-73.91613700300978,40.6660250642957
3044520703,A5,A,BK,26037,-73.87183137494274,40.65603667793599
3038470129,A5,A,BK,141867,-73.9017876158198,40.66013013270305
3045860904,A5,A,BK,40772,-73.8702840668772,40.656322060403404
3078750058,A5,A,BK,51014,-73.92633496711902,40.62062249736952
3040330115,A5,A,BK,138716,-73.88357664711752,40.67220537835579
3047970022,A5,A,BK,76380,-73.94655253129534,40.66074548864842
3052810010,A5,A,BK,211206,-73.97909505078339,40.64880847512835
3052810011,A5,A,BK,212712,-73.97910396898551,40.64885752523993
3079930011,A5,A,BK,84399,-73.90923431457905,40.64119678963013
3062550058,A5,A,BK,47725,-74.01052725410914,40.618740756724975
3068340019,A5,A,BK,60346,-73.94430068526334,40.6062374373711
3040450151,A5,A,BK,176783,-73.88641709448856,40.66931588087314
3062550062,A5,A,BK,49444,-74.01069669994915,40.618843316049194
3078450110,A5,A,BK,66149,-73.92979968863754,40.62152769488337
3038190143,A5,A,BK,100862,-73.89687814555995,40.66333622636048
3073760022,A5,A,BK,52800,-73.95512292352007,40.595950291240804
3046540012,A5,A,BK,76794,-73.932006943659,40.65486393435893
3077540070,A5,A,BK,73119,-73.92746757878658,40.63124407607883
3040840010,A5,A,BK,142896,-73.87999152987055,40.66822340111506
3048640052,A5,A,BK,113772,-73.93719287818415,40.65451612447676
3048690029,A5,A,BK,81316,-73.9483183353125,40.65110045306982
3048690035,A5,A,BK,83728,-73.94834954901988,40.651394753739346
3038470138,A5,A,BK,135784,-73.90164938368714,40.65959504057664
3078510052,A5,A,BK,66514,-73.9236149154764,40.62355212676164
3064610266,A5,A,BK,108621,-74.01141461521877,40.60447163335393
3062320067,A5,A,BK,43966,-74.00990297996164,40.620181046365225
3062320070,A5,A,BK,43954,-74.01007242580168,40.620283605689465
3062320072,A5,A,BK,44020,-74.01018390332801,40.62035495130631
3062430017,A5,A,BK,46168,-74.01022849433855,40.6198198591799
3062430026,A5,A,BK,44719,-74.00976028872792,40.61953893581352
3062430166,A5,A,BK,47686,-74.01045590849228,40.61961028143038
3038450115,A5,A,BK,146055,-73.90393244342651,40.65955936776821
3014060074,A5,A,BK,91390,-73.93913258714241,40.66680540698006
3047780021,A5,A,BK,62600,-73.93148076973468,40.64107193480062
3083790045,A5,A,BK,66326,-73.91919148723139,40.61665835653301
3040640029,A5,A,BK,157233,-73.88339828307538,40.66931588087314
3035680139,A5,A,BK,68102,-73.91607903469608,40.662631688394036
3083660143,A5,A,BK,107948,-73.91562866548969,40.622446269700376
3070110063,A5,A,BK,78369,-73.99521024199052,40.57630349199932
3060220029,A5,A,BK,134862,-74.01750128815672,40.61875413402812
3009360037,A5,A,BK,148022,-73.9747162135489,40.67934439914234
3014070032,A5,A,BK,76051,-73.93503467327429,40.666930261809554
3054620056,A5,A,BK,126713,-73.97814080315796,40.62503700741243
3054620055,A5,A,BK,126329,-73.97809175304636,40.62501025280611
3059910047,A5,A,BK,104029,-74.02124693304161,40.62338714002266
3085040066,A5,A,BK,62644,-73.93080298637457,40.61116474403515
3085200056,A5,A,BK,94398,-73.93159224726102,40.608480365201
3085200057,A5,A,BK,95295,-73.93154319714944,40.60843577419045
3058740047,A5,A,BK,114666,-74.01887023218012,40.63215819179478
3059880069,A5,A,BK,110331,-74.02847067674819,40.62707927569491
3059880072,A5,A,BK,112707,-74.02870700910402,40.6271372440086
3076980046,A5,A,BK,80198,-73.93974348398673,40.61808972797115
3061920032,A5,A,BK,35294,-73.99778760239943,40.61700170731412
3043000017,A5,A,BK,91170,-73.89124630092945,40.661846886608636
3040820036,A5,A,BK,149981,-73.88127129187289,40.66772398179707
3063030037,A5,A,BK,66036,-74.0099074390627,40.61486579790952
3076980013,A5,A,BK,75906,-73.93878477726024,40.61679658866567
3055590058,A5,A,BK,31531,-73.99382792066397,40.61954785401563
3059160030,A5,A,BK,121996,-74.03094993693391,40.63348700390871
3035140119,A5,A,BK,84816,-73.91767093377217,40.66741184472332
3035560040,A5,A,BK,92870,-73.91355518349984,40.664308310390126
3055640071,A5,A,BK,64580,-73.98427206710643,40.6139472230925
3035140069,A5,A,BK,89074,-73.916903968391,40.66637733327894
3040510146,A5,A,BK,136625,-73.88117319164971,40.670756170513414
3042990041,A5,A,BK,90106,-73.89122400542418,40.66037984236204
3043810019,A5,A,BK,151722,-73.87858245393767,40.66073211134527
3043810020,A5,A,BK,151871,-73.87854678112923,40.66069197943578
3043810021,A5,A,BK,151966,-73.87851556742186,40.660647388425254
3044210037,A5,A,BK,221959,-73.87981316582841,40.656125859957065
3044520212,A5,A,BK,110393,-73.87705298227633,40.653882932127175
3044520216,A5,A,BK,101639,-73.87668287688889,40.65358417235659
3044520219,A5,A,BK,107772,-73.87687907733525,40.65349944943657
3044520220,A5,A,BK,109725,-73.87694150475,40.65347269483026
3044520257,A5,A,BK,92018,-73.87606752094351,40.653936441339816
3044520807,A5,A,BK,25699,-73.87170652011325,40.65674121590243
3044540045,A5,A,BK,107999,-73.87672300879838,40.66661366563476
3076190039,A5,A,BK,92517,-73.93958741544984,40.627199671423355
3048480019,A5,A,BK,126252,-73.93688520021146,40.65547037210221
3045930028,A5,A,BK,55080,-73.92969267021226,40.662373060532936
3045940099,A5,A,BK,55884,-73.92955889718067,40.662934907265665
3045940100,A5,A,BK,56254,-73.92959902909014,40.662970580074095
3045940103,A5,A,BK,57106,-73.92971050661647,40.66307313939832
3045940104,A5,A,BK,56833,-73.92975063852596,40.66310435310569
3058710097,A5,A,BK,108111,-74.02819867158394,40.636095578024985
3058710098,A5,A,BK,109440,-74.02817637607866,40.63614908723761
3046240012,A5,A,BK,48532,-73.92651333116115,40.65815921003742
3049840054,A5,A,BK,99965,-73.9410589187975,40.637286158006255
3046620047,A5,A,BK,51089,-73.92459591770817,40.65504229840107
3049790019,A5,A,BK,71828,-73.9334338559961,40.64104072109325
3050350065,A5,A,BK,142194,-73.9546101268989,40.659372085523955
3047080003,A5,A,BK,51713,-73.9199762890168,40.65020417375808
3055710032,A5,A,BK,75015,-73.98554291090667,40.61415234174097
3047300033,A5,A,BK,47436,-73.92229056246354,40.650355783193895
3047290046,A5,A,BK,47091,-73.92274093166994,40.64993662769487
3047290117,A5,A,BK,48184,-73.92304860964262,40.649405994669515
3047300023,A5,A,BK,48711,-73.92214787122983,40.64975380455168
3047300031,A5,A,BK,48301,-73.92219692134141,40.65019525555597
3047360036,A5,A,BK,64751,-73.92824346236989,40.64666364752164
3047360037,A5,A,BK,66025,-73.92831480798675,40.646659188420585
3047370012,A5,A,BK,55876,-73.92736947856342,40.647921114018715
3047370013,A5,A,BK,55747,-73.92735610126026,40.64784976840186
3047370020,A5,A,BK,56391,-73.92732042845182,40.64748858121653
3084470018,A5,A,BK,92432,-73.90411080746864,40.61496835723375
3047480149,A5,A,BK,55810,-73.91864301780183,40.65008823713069
3047530046,A5,A,BK,41806,-73.91509803246433,40.65258087461957
3053720028,A5,A,BK,96896,-73.97597813914703,40.639341803591876
3059730033,A5,A,BK,98217,-74.01715347827455,40.62310621665629
3059980037,A5,A,BK,87796,-74.02511297365494,40.62517078044404
3047690020,A5,A,BK,84062,-73.93079852727351,40.64346201296525
3047790044,A5,A,BK,56005,-73.93057111311978,40.63995715953727
3047790048,A5,A,BK,54303,-73.93086541378932,40.63993486403199
3047810042,A5,A,BK,65904,-73.92841290820992,40.640073096164656
3064590077,A5,A,BK,231799,-74.01653812232917,40.60503793918773
3062430014,A5,A,BK,47160,-74.01044699029016,40.619953632211505
3061180018,A5,A,BK,98358,-74.0298307025695,40.615980573172884
3048640004,A5,A,BK,117314,-73.93721963279046,40.65476583413575
3076970034,A5,A,BK,67969,-73.94051490846896,40.61717115315415
3058410050,A5,A,BK,132940,-74.02571049319612,40.63823148742958
3048670048,A5,A,BK,99919,-73.93429000339836,40.654444778859904
3062430007,A5,A,BK,49244,-74.01081263657653,40.620176587264176
3048990038,A5,A,BK,161856,-73.93461551777527,40.65008377802964
3049200021,A5,A,BK,225872,-73.9435961472969,40.646177605506814
3049300013,A5,A,BK,76027,-73.94822469419039,40.64471502036129
3059870029,A5,A,BK,132687,-74.03044159941382,40.627868536581374
3049340009,A5,A,BK,166827,-73.94442554009285,40.64510742125399
3049430001,A5,A,BK,272763,-73.9361449894366,40.64473731586656
3040560129,A5,A,BK,148002,-73.87662936767626,40.67178622285676
3049580005,A5,A,BK,222503,-73.93772797031058,40.64365821341162
3049590026,A5,A,BK,156606,-73.93651509482403,40.642810984211465
3049590027,A5,A,BK,151972,-73.93651063572298,40.64274855679672
3049590056,A5,A,BK,138842,-73.93684952740304,40.64249884713772
3049590057,A5,A,BK,142719,-73.93685398650409,40.64255681545142
3049590071,A5,A,BK,197589,-73.93693425032305,40.64330148532734
3049590073,A5,A,BK,205761,-73.93694316852516,40.64341742195474
3049590129,A5,A,BK,139831,-73.93649279931877,40.64257019275458
3049610064,A5,A,BK,139356,-73.93491873664689,40.64276193409988
3049660027,A5,A,BK,87164,-73.94631173983844,40.64033172402574
3049660128,A5,A,BK,87527,-73.94632065804056,40.640429824248926
3049770016,A5,A,BK,84833,-73.93538694225751,40.64113436221537
3049840025,A5,A,BK,100635,-73.94075569992586,40.637865841143196
3049860030,A5,A,BK,88848,-73.93887841838236,40.637941645861105
3049860040,A5,A,BK,85543,-73.93883382737182,40.637504653957855
3049860062,A5,A,BK,88366,-73.93918609635504,40.63739763553258
3049860064,A5,A,BK,88925,-73.9391994736582,40.6374912766547
3049860065,A5,A,BK,89034,-73.9391994736582,40.63753586766524
3049920001,A5,A,BK,64772,-73.933759370373,40.63925708067187
3049920002,A5,A,BK,63594,-73.9336924838572,40.63926153977293
3049930021,A5,A,BK,57931,-73.93223435781272,40.63867739753492
3040590115,A5,A,BK,179623,-73.88793318884674,40.66812084179083
3050320061,A5,A,BK,138600,-73.9544005491494,40.66009445989462
3050350042,A5,A,BK,137008,-73.95406611657039,40.6596753043956
3073410024,A5,A,BK,120394,-73.93573921124073,40.60161334957868
3050380037,A5,A,BK,133151,-73.95434703993676,40.65894401182283
3064980084,A5,A,BK,106469,-73.9671491190612,40.63120394416934
3050870007,A5,A,BK,72280,-73.95566693384858,40.651804991036265
3046240044,A5,A,BK,48335,-73.92677641812331,40.65720496241199
3058910080,A5,A,BK,93485,-74.02563468847819,40.6334201173929
3066410053,A5,A,BK,74209,-73.96372452945216,40.608284164754636
3051400053,A5,A,BK,73969,-73.9497363294475,40.64589668214045
3051400068,A5,A,BK,71511,-73.94983888877172,40.64650757898478
3064640112,A5,A,BK,83559,-74.00691984135689,40.60053424712374
3078800081,A5,A,BK,50904,-73.92148792427392,40.61990012299886
3080290007,A5,A,BK,88482,-73.91270349519861,40.63208684617793
3073330019,A5,A,BK,32589,-73.9434534560632,40.601769418115545
3040490079,A5,A,BK,154941,-73.88295683207109,40.669842054797456
3074730022,A5,A,BK,49528,-73.94092514576589,40.58840103315732
3046260054,A5,A,BK,53047,-73.92596040263051,40.65858728373855
3035690012,A5,A,BK,66284,-73.91528531470857,40.662078759863405
3073620048,A5,A,BK,63403,-73.94229854889034,40.59880411591501
3073620050,A5,A,BK,61211,-73.94232084439562,40.598933429845566
3073620051,A5,A,BK,60488,-73.94233422169877,40.598978020856094
3066480039,A5,A,BK,27740,-73.9812487965922,40.6043423194234
3049860037,A5,A,BK,86755,-73.93884720467499,40.637633967888405
3011090035,A5,A,BK,189911,-73.98089206850793,40.66040213786731
3051690093,A5,A,BK,68882,-73.95307173703547,40.64443855609598
3051690096,A5,A,BK,67937,-73.95333036489657,40.644425178792815
3051690098,A5,A,BK,66917,-73.9534998107366,40.64441626059072
3070090019,A5,A,BK,81790,-73.99706522802877,40.5769277661468
3040380116,A5,A,BK,113169,-73.87923794179252,40.67272263407798
3040350125,A5,A,BK,125309,-73.88150316512767,40.672093900829445
3051900039,A5,A,BK,66628,-73.95364250197032,40.64101396648693
3051910072,A5,A,BK,62926,-73.9531742963597,40.64203064152711
3051910073,A5,A,BK,62695,-73.95318321456182,40.642084150739755
3035670149,A5,A,BK,55716,-73.91687275468361,40.662011873347595
3068120020,A5,A,BK,69488,-73.94383693875379,40.608979784518965
3073760014,A5,A,BK,52673,-73.95519426913691,40.59633823303246
3035410139,A5,A,BK,113664,-73.91199895723219,40.665895750365145
3082680017,A5,A,BK,153146,-73.8891639007375,40.64066615660476
3054690004,A5,A,BK,134730,-73.97957663369715,40.62534914448617
3076770070,A5,A,BK,116962,-73.95119891459304,40.61495497993059
3076770082,A5,A,BK,110824,-73.95106514156143,40.614567038138944
3082130012,A5,A,BK,148624,-73.89298980944136,40.646338133144745
3082130013,A5,A,BK,149744,-73.89302994135083,40.64637380595317
3082130014,A5,A,BK,150672,-73.89307007326029,40.6464094787616
3082130015,A5,A,BK,151429,-73.8931191233719,40.64645406977213
3076890098,A5,A,BK,70258,-73.94566071108464,40.61343442647137
3076890099,A5,A,BK,69805,-73.9456473337815,40.61337645815767
3076890100,A5,A,BK,69620,-73.94563841557938,40.61332740804608
3076890101,A5,A,BK,69318,-73.94562949737727,40.613269439732385
3076890104,A5,A,BK,68397,-73.9455982836699,40.61310445299341
3076890112,A5,A,BK,67370,-73.94551801985094,40.612671920191225
3076920046,A5,A,BK,69339,-73.94395287538119,40.61516009857905
3076920048,A5,A,BK,69003,-73.94390828437065,40.615124425770624
3076920049,A5,A,BK,68926,-73.94386369336011,40.61507983476009
3076920050,A5,A,BK,68386,-73.94381910234958,40.615039702850595
3076920051,A5,A,BK,67673,-73.943770052238,40.61499957094112
3076920058,A5,A,BK,64484,-73.94344899696215,40.61470972937265
3076920059,A5,A,BK,64107,-73.94339994685055,40.614665138362106
3014120011,A5,A,BK,84918,-73.93889625478657,40.66626139665154
3073040060,A5,A,BK,46066,-73.94688250477331,40.60293770259155
3073040062,A5,A,BK,47268,-73.94690480027856,40.603053639218935
3054100020,A5,A,BK,107009,-73.97513536904793,40.63292515717598
3076150075,A5,A,BK,77783,-73.94305659606945,40.62544278560829
3076150076,A5,A,BK,77972,-73.94304767786733,40.62539373549671
3076150080,A5,A,BK,79482,-73.94300754595784,40.62517523954508
3076160079,A5,A,BK,86315,-73.94209788934295,40.62538927639566
3078790073,A5,A,BK,48049,-73.92245109010146,40.62014983265785
3073670071,A5,A,BK,75463,-73.93775026581584,40.600467360607944
3068430030,A5,A,BK,106162,-73.93872680894654,40.60589854569104
3068430043,A5,A,BK,102377,-73.93860195411703,40.60535453536252
3040490138,A5,A,BK,150899,-73.88283643634264,40.670568888269166
3076950089,A5,A,BK,65412,-73.94171440665235,40.616462156086655
3076950091,A5,A,BK,64559,-73.94162522463128,40.61638189226768
3076960002,A5,A,BK,65983,-73.93973456578462,40.61587801384866
3040260136,A5,A,BK,176667,-73.88945820140702,40.67048862445021
3054500029,A5,A,BK,144219,-73.9789122276402,40.627685713438176
3082870075,A5,A,BK,178609,-73.88677382257285,40.63893602539603
3061070057,A5,A,BK,77307,-74.03215835331937,40.61749220843
3040580061,A5,A,BK,174373,-73.88840139445735,40.667799786514976
3038140043,A5,A,BK,168854,-73.90147547874605,40.66266290210141
3081790032,A5,A,BK,100127,-73.90659452675541,40.641228003337496
3064600097,A5,A,BK,163328,-74.014687595392,40.60492200256033
3064610101,A5,A,BK,103466,-74.01099991882079,40.60370466797275
3054200036,A5,A,BK,113917,-73.97357914278027,40.63125299428093
3082130020,A5,A,BK,156235,-73.89332424202036,40.64665918842059
3082130022,A5,A,BK,158451,-73.8934045058393,40.646730534037445
3071260010,A5,A,BK,52905,-73.97143431517357,40.59562031776285
3082130023,A5,A,BK,159495,-73.89344017864775,40.64676620684587
3036260024,A5,A,BK,91717,-73.90730352382289,40.65746804937414
3036260025,A5,A,BK,92820,-73.90731690112607,40.657512640384674
3079050061,A5,A,BK,86209,-73.92224597145301,40.64529024439719
3082660031,A5,A,BK,140314,-73.89132656474841,40.64031388762154
